id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725hnvu01odu6o43jqgbamy,Public Transport Issue in Jhansi,बसों की हालत बहुत खराब हो गई है। सीटें भी बहुत गंदी रहती हैं।,Public Transport,Transportation,Bus Services,7,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:54:01.003,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725espe0000u6o40tsgshuf,cm725dggi000cu6h4gbmwutvf,cm725hnuy01ocu6o4w7l769yn
cm725hnzn01ofu6o4ymcvhe0s,Health Services Issue in Moradabad,सरकारी अस्पतालों में दवाइयों की कमी और डॉक्टरों की अनुपस्थिति से मरीजों को बहुत तकलीफ होती है।,Health Services,Healthcare,Public Health,10,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:54:01.139,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725g0lu00oyu6o4is4wx4t9,cm725dg6o0005u6h4jkjbkawz,cm725hnza01oeu6o4p99nhg6m
cm725ho4701ohu6o4ctmsbadg,Police & Law Issue in Meerut,पुलिस अपराधियों के खिलाफ कार्रवाई नहीं करती। स्थिति और भी बिगड़ रही है।,Police & Law,Law Enforcement,Crime Control,3,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:54:01.303,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg830006u6h44jyrjmcn,cm725ho3x01ogu6o4wbvjjpqv
cm725ho8101oju6o43uf033s3,Education Issue in Gorakhpur,"स्कूलों में बच्चों को सही शिक्षा नहीं मिल रही। बहुत सी चीजें जो जीवन के लिए जरूरी हैं, वो भी नहीं सिखाई जातीं।",Education,Education,School Curriculum,13,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:54:01.441,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f76900aku6o4l8t44bnc,cm725dg9j0007u6h4tzh2udh2,cm725ho7q01oiu6o474nr7dh0
cm725hobe01olu6o4858y5uwu,Water Supply Issue in Mathura,पानी की सप्लाई बहुत अस्थिर हो गई है। कई बार पूरे दिन पानी नहीं आता।,Water Supply,Utilities,Water Distribution,28,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:54:01.562,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725g2qr00pwu6o4s19pmfay,cm725dgaz0008u6h4o1r9mtq7,cm725hoav01oku6o449qqz8h5
cm725hofv01onu6o4i24kjhvv,Electricity Issue in Kanpur,गर्मी के मौसम में बिजली की कटौती बहुत बढ़ गई है। कई बार तो घंटों बिजली चली जाती है।,Electricity,Utilities,Power Distribution,20,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:54:01.723,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g2vg00pzu6o4pkl85lei,cm725dgc70009u6h4pqcjyeb5,cm725hofc01omu6o4j34qw9rv
cm725hokl01opu6o4jlohibl7,Health Services Issue in Kanpur,"Kanpur mein hospitals mein treatment ki quality bilkul bekar ho gayi hai, bahut der tak wait karna padta hai.",Health Services,Healthcare,Public Health,1,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Concerned,,,UP Health Services Act 2015,2025-02-12 16:54:01.893,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725euu3001xu6o4t56rbsbj,cm725dg6o0005u6h4jkjbkawz,cm725hok801oou6o47x1j9p39
cm725horw01oru6o4ib7qyfeq,Roads Issue in Agra,"Agra ke main roads pe potholes hai jo kaafi dangerous hai, aur koi bhi repair ka kaam nahi ho raha hai.",Roads,Infrastructure,Road Maintenance,23,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Angry,,,UP Road Maintenance Act 2017,2025-02-12 16:54:02.156,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g32z00q3u6o49lkygnnz,cm725dg3k0003u6h4e8f3kb9h,cm725horn01oqu6o4fzs14rfm
cm725houe01otu6o46aanx2x1,Water Supply Issue in Moradabad,Moradabad mein paani ki supply kaafi irregular ho gayi hai. Humare ghar mein ek mahine se paani ka issue chal raha hai.,Water Supply,Utilities,Water Distribution,4,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustrated,,,UP Water Supply Act 2019,2025-02-12 16:54:02.246,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725etmm000uu6o4ozfcze5n,cm725dgaz0008u6h4o1r9mtq7,cm725hou301osu6o4uwyrz0pq
cm725hoye01ovu6o4uhsm1516,Police & Law Issue in Aligarh,"Aligarh mein police ka response kaafi slow hai. Recently kuch logon ne mujhe darpoks kiya, par police ne koi action nahi liya.",Police & Law,Law Enforcement,Crime Control,22,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Upset,,,UP Police Act 2018,2025-02-12 16:54:02.39,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725fkm600h3u6o4etvgs877,cm725dg830006u6h44jyrjmcn,cm725howu01ouu6o4ejd911yy
cm725hpa701oyu6o4mjvgzk1z,जल आपूर्ति Issue in Agra,Pehle toh paani ka quality itna bekar hai ki peene layak nahi hai. Agra mein paani peena kaise ho sakta hai?,,जल आपूर्ति,जल गुणवत्ता,27,In Progress,उच्च,MEDIUM,false,मध्यम - पीने के पानी पर अतिरिक्त खर्च,उच्च - जन स्वास्थ्य पर गंभीर प्रभाव,Frustrated,,,"['जल शुद्धिकरण मानक', 'जल गुणवत्ता नियम']",2025-02-12 16:54:02.815,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,मध्यम - जल स्रोतों का प्रदूषण,cm725f76900aku6o4l8t44bnc,cm725hp1x01owu6o46gwd8ibx,cm725hp7201oxu6o4ox9n2b51
cm725hpco01p0u6o4dd8ny9mf,स्वास्थ्य Issue in Lucknow,Lucknow ke government hospital mein facilities bilkul khatam ho gayi hain. Doctor bhi properly available nahi hain!,,स्वास्थ्य,चिकित्सा सेवाएं,16,In Progress,उच्च,MEDIUM,false,उच्च - निजी अस्पतालों पर खर्च,उच्च - आम जनता का स्वास्थ्य प्रभावित,Angry,,,"['सार्वजनिक स्वास्थ्य नीति', 'अस्पताल प्रबंधन नियम']",2025-02-12 16:54:02.905,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,निम्न - सीमित प्रभाव,cm725fwlr00n6u6o4fkqgna0l,cm725dgpg000ru6h4pja8ts0a,cm725hpcf01ozu6o4waa3eluu
cm725hpgh01p3u6o4m7s3box5,सुरक्षा Issue in Varanasi,"Varanasi mein raat ke waqt galiyon mein chale jana bilkul unsafe ho gaya hai, bahut zyada loot-paat hoti hai!",,सुरक्षा,नागरिक सुरक्षा,22,In Progress,उच्च,MEDIUM,false,मध्यम - सुरक्षा उपायों पर खर्च,उच्च - नागरिक सुरक्षा प्रभावित,Fearful,,,"['नागरिक सुरक्षा अधिनियम', 'पुलिस नियम']",2025-02-12 16:54:03.041,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,निम्न - कोई प्रत्यक्ष प्रभाव नहीं,cm725hpei01p1u6o4ioy1b4ca,cm725dgqu000su6h4g27ffdzk,cm725hpg501p2u6o4jb0gki8i
cm725hpj901p4u6o4kqhn1qr3,स्वच्छता Issue in Kanpur,"Kanpur mein gali gali kachra hi kachra pada rehta hai, safai nahi ho rahi hai!",,स्वच्छता,कचरा प्रबंधन,21,Closed,उच्च,MEDIUM,false,मध्यम - स्वास्थ्य संबंधी खर्च,उच्च - सार्वजनिक स्वास्थ्य पर प्रभाव,Disgusted,,,"['स्वच्छ भारत अभियान', 'कचरा प्रबंधन नियम']",2025-02-12 16:54:03.142,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,उच्च - पर्यावरण प्रदूषण,cm725fhxg00fqu6o4onsoxav3,cm725gcgx00w1u6o446wznswt,cm725ft8n00lku6o4cpicw2xa
cm725hpow01p7u6o47ei6aruw,नागरिक सुविधाएं Issue in Ghaziabad,Ghaziabad mein public restrooms bilkul gande hote hain. Koi cleaning ka system nahi hai!,,नागरिक सुविधाएं,सार्वजनिक शौचालय,1,Open,मध्यम,MEDIUM,false,निम्न - सीमित आर्थिक प्रभाव,उच्च - सार्वजनिक सुविधाओं का प्रभाव,Annoyed,,,"['सार्वजनिक स्वच्छता नियम', 'शहरी विकास नीति']",2025-02-12 16:54:03.344,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,मध्यम - स्वच्छता संबंधी प्रभाव,cm725evst002tu6o4nf43xk4o,cm725hplz01p5u6o4lsir0e48,cm725hpoh01p6u6o4k12n2may
cm725hptz01pau6o4yv17sdm8,यातायात Issue in Noida,"Noida mein har time traffic jam hota hai, aur koi proper traffic control nahi hai!",,यातायात,यातायात प्रबंधन,16,In Progress,उच्च,MEDIUM,false,उच्च - ईंधन और समय की बर्बादी,उच्च - यातायात व्यवस्था प्रभावित,Irritated,,,"['यातायात नियंत्रण नियम', 'सड़क सुरक्षा नीति']",2025-02-12 16:54:03.527,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,उच्च - वाहन प्रदूषण,cm725hbvd01hiu6o4edt7lzy5,cm725hps101p8u6o4kbt5hwdn,cm725hpto01p9u6o4rwxi2qjl
cm725hpxw01pcu6o4q5dg7ql9,सार्वजनिक स्वास्थ्य Issue in Allahabad,"Allahabad mein public places pe sanitation facilities bilkul nahi hai, log kaise healthy rahenge?",,सार्वजनिक स्वास्थ्य,स्वच्छता सुविधाएं,12,In Progress,उच्च,MEDIUM,false,मध्यम - स्वास्थ्य देखभाल पर अतिरिक्त खर्च,उच्च - सार्वजनिक स्वास्थ्य का व्यापक प्रभाव,Worried,,,"['सार्वजनिक स्वास्थ्य नीति', 'स्वच्छता नियम']",2025-02-12 16:54:03.668,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,मध्यम - स्वच्छता संबंधी प्रभाव,cm725f46g008su6o4uwrwobrs,cm725dgpg000ru6h4pja8ts0a,cm725hpxk01pbu6o4adfvx119
cm725hq0n01peu6o4hgut0eh1,कानून व्यवस्था Issue in Meerut,Meerut mein baar baar theft aur dacoity ke cases ho rahe hain. Humari safety ka koi khayal nahi rakha ja raha!,,कानून व्यवस्था,नागरिक सुरक्षा,25,Open,उच्च,MEDIUM,false,मध्यम - सुरक्षा उपायों पर खर्च,उच्च - नागरिक सुरक्षा को खतरा,Fearful,,,"['पुलिस अधिनियम', 'सुरक्षा नियम']",2025-02-12 16:54:03.767,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,निम्न - कोई विशेष प्रभाव नहीं,cm725etjv000ru6o4daczpuqa,cm725dgqu000su6h4g27ffdzk,cm725hq0f01pdu6o48i8w9i1x
cm725hq6l01pgu6o475icjuam,स्वच्छता Issue in Mathura,"Mathura mein kachra collection bilkul time pe nahi hota, kabhi kachra galiyon mein bhi pada rehta hai.",,स्वच्छता,कचरा प्रबंधन,18,In Progress,उच्च,MEDIUM,false,मध्यम - स्वास्थ्य संबंधी खर्च,उच्च - सार्वजनिक स्वास्थ्य पर प्रभाव,Disappointed,,,"['स्वच्छ भारत अभियान', 'कचरा प्रबंधन नियम']",2025-02-12 16:54:03.981,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,उच्च - पर्यावरण प्रदूषण,cm725fiur00g6u6o4z0g4ml7s,cm725gcgx00w1u6o446wznswt,cm725hq3w01pfu6o4mvc01gym
cm725hqcv01pku6o4446cy8eb,बिजली आपूर्ति Issue in Bareilly,"Bareilly mein baar baar electricity cut ho jata hai, ghar ka kaam kaise karein?",,बिजली आपूर्ति,बिजली कटौती,11,In Progress,उच्च,MEDIUM,false,मध्यम - वैकल्पिक ऊर्जा स्रोतों पर खर्च,उच्च - जनजीवन प्रभावित,Frustrated,,,"['बिजली आपूर्ति नियम', 'ऊर्जा संरक्षण नीति']",2025-02-12 16:54:04.207,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,निम्न - सीमित प्रभाव,cm725hqc401piu6o4pm5zuu08,cm725hqa701phu6o42i2gr7zg,cm725hqcm01pju6o4i3m0yr4t
cm725hqgf01pnu6o43ttwii2c,परिवहन Issue in Agra,Agra mein bus aur auto ki frequency bahut low hai. Aise kaise public ko transport milega?,,परिवहन,सार्वजनिक परिवहन,24,Closed,उच्च,MEDIUM,false,मध्यम - वैकल्पिक परिवहन पर खर्च,उच्च - जनजीवन प्रभावित,Angry,,,"['सार्वजनिक परिवहन नीति', 'यातायात नियम']",2025-02-12 16:54:04.336,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,निम्न - सीमित प्रभाव,cm725hqfm01plu6o4pem4bxgl,cm725gcpm00w7u6o4lor42o0u,cm725hqg501pmu6o4dogj1sh7
cm725hqma01pru6o4bod2fcj2,पर्यावरण Issue in Lucknow,Lucknow mein har jagah loudspeakers ki awaaz sunayi deti hai. Kahan se shanti milegi?,,पर्यावरण,ध्वनि प्रदूषण,2,Open,मध्यम,MEDIUM,false,निम्न - सीमित प्रभाव,उच्च - जनजीवन प्रभावित,Annoyed,,,"['ध्वनि प्रदूषण नियंत्रण नियम', 'पर्यावरण संरक्षण अधिनियम']",2025-02-12 16:54:04.546,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,मध्यम - ध्वनि प्रदूषण,cm725hqlf01ppu6o4fbbz7meq,cm725hqjh01pou6o4hn0kliog,cm725hqly01pqu6o4ogl1l4uu
cm725hqqe01puu6o4hohkllj4,जल आपूर्ति Issue in Varanasi,"Varanasi mein paani supply nahi milta, din bhar paani ke liye line lagani padti hai.",,जल आपूर्ति,जल वितरण,30,In Progress,उच्च,MEDIUM,false,मध्यम - वैकल्पिक जल स्रोतों पर खर्च,उच्च - जनजीवन प्रभावित,Frustrated,,,"['जल आपूर्ति नीति', 'जल संरक्षण नियम']",2025-02-12 16:54:04.694,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,मध्यम - जल स्रोतों का दोहन,cm725hqov01psu6o4oe087rnu,cm725hp1x01owu6o46gwd8ibx,cm725hqq301ptu6o4qstzxqya
